,i,j,Lon,Lat,SL,UC,Code,Error
26431035,3436,2953,114.516666666667,-8.41666666666667,133.810726360442,127.494489174864,13,212
26431036,3437,2953,114.55,-8.41666666666667,151.614353378815,142.98861262574,13,212
26431037,3438,2953,114.583333333333,-8.41666666666667,156.188645367667,146.463359689412,13,212
26431038,3439,2953,114.616666666667,-8.41666666666667,157.16833454368,146.793042443163,13,212
26431039,3440,2953,114.65,-8.41666666666667,157.821107364077,146.590345025909,13,212
26431040,3441,2953,114.683333333333,-8.41666666666667,157.189421117217,145.217196059431,13,212
26431041,3442,2953,114.716666666667,-8.41666666666667,154.908705421744,142.726448493651,13,212
26431042,3443,2953,114.75,-8.41666666666667,152.58210226346,140.32195074645,13,212
26431043,3444,2953,114.783333333333,-8.41666666666667,150.436928167217,137.847987893371,888,-888
26431044,3445,2953,114.816666666667,-8.41666666666667,147.742179580844,134.749755130234,888,-888
26431045,3446,2953,114.85,-8.41666666666667,143.787883147669,130.946299822301,108,100
26431046,3447,2953,114.883333333333,-8.41666666666667,138.331501311323,126.396991246839,108,100
26431047,3448,2953,114.916666666667,-8.41666666666667,132.435645106674,121.287402981232,108,100
26431048,3449,2953,114.95,-8.41666666666667,126.112492567261,115.760201923236,108,100
26431049,3450,2953,114.983333333333,-8.41666666666667,119.364927910295,110.017605661982,108,100
26431050,3451,2953,115.016666666667,-8.41666666666667,112.9029555653,104.338053431906,108,100
26431051,3452,2953,115.05,-8.41666666666667,106.588972021005,98.9402149627654,108,100
26431052,3453,2953,115.083333333333,-8.41666666666667,100.191397559004,93.9529400009582,108,100
26431053,3454,2953,115.116666666667,-8.41666666666667,94.243800686683,89.51057381641,108,100
26431054,3455,2953,115.15,-8.41666666666667,90.1250846645364,85.6454908503722,108,100
26431055,3456,2953,115.183333333333,-8.41666666666667,86.1374293626308,82.1095193561982,108,100
26431056,3457,2953,115.216666666667,-8.41666666666667,81.7695922231868,78.8843351943309,108,100
26431057,3458,2953,115.25,-8.41666666666667,78.8402134401841,76.2506373764631,108,100
26431058,3459,2953,115.283333333333,-8.41666666666667,76.8172097418348,74.1766444303834,108,100
26431059,3460,2953,115.316666666667,-8.41666666666667,75.7899813277496,72.2902468789548,108,100
26431060,3461,2953,115.35,-8.41666666666667,74.2704314428294,70.0070754211403,108,100
26431061,3462,2953,115.383333333333,-8.41666666666667,70.788219213329,66.8290352897596,108,100
26431062,3463,2953,115.416666666667,-8.41666666666667,65.3161674118662,62.5576242495626,108,100
26431063,3464,2953,115.45,-8.41666666666667,58.1873278389783,57.2554069213609,108,100
26431064,3465,2953,115.483333333333,-8.41666666666667,50.8975688761978,51.1963536315377,888,-888
26431065,3466,2953,115.516666666667,-8.41666666666667,43.51810607417,44.4826828453243,888,-888
26431066,3467,2953,115.55,-8.41666666666667,34.4875189856098,36.8759121450725,13,212
26431067,3468,2953,115.583333333333,-8.41666666666667,23.482613638502,28.0689481105833,13,212
26431068,3469,2953,115.616666666667,-8.41666666666667,11.0082969473854,17.7178780413912,13,212
26431069,3470,2953,115.65,-8.41666666666667,-5.9529990529686,5.6025802521522,13,212
26431070,3471,2953,115.683333333333,-8.41666666666667,-26.390504622972,-7.6710305326345,13,212
26431071,3472,2953,115.716666666667,-8.41666666666667,-45.2367417965275,-21.0115488781731,13,212
